ecol_01wt,sent
PLFEKH_12635,NP_460643.3
PLFEKH_12700,NP_460644.1
PLFEKH_12705,NP_460645.1
PLFEKH_12710,NP_460646.1
PLFEKH_12715,NP_460647.1
PLFEKH_12720,NP_460648.1
PLFEKH_12725,NP_460649.1
PLFEKH_12735,NP_462043.1
PLFEKH_12740,NP_460075.1
PLFEKH_12745,NP_460623.1
PLFEKH_12770,NP_460650.1
PLFEKH_12775,NP_460651.1
PLFEKH_12780,NP_460652.1
PLFEKH_12785,NP_460653.1
PLFEKH_12790,NP_460654.1
PLFEKH_12795,NP_460659.1
PLFEKH_12800,NP_460660.1
PLFEKH_12805,NP_460661.1
PLFEKH_12810,NP_460662.1
PLFEKH_12820,NP_460663.1
PLFEKH_12825,NP_460664.1
PLFEKH_12830,NP_460665.1
PLFEKH_12835,NP_460666.1
PLFEKH_12840,NP_460667.1
PLFEKH_12845,NP_460668.1
PLFEKH_12850,NP_460669.1
PLFEKH_12855,NP_460670.1
PLFEKH_12860,NP_460671.1
PLFEKH_12890,NP_460673.1
PLFEKH_12895,NP_460674.1
PLFEKH_12900,NP_460675.1
PLFEKH_12905,NP_460676.1
PLFEKH_12910,NP_460677.1
PLFEKH_12915,NP_460678.1
PLFEKH_12925,NP_460679.1
PLFEKH_12930,NP_460680.1
PLFEKH_12940,NP_460682.1
PLFEKH_12945,NP_460683.1
PLFEKH_12950,NP_460684.1
PLFEKH_12955,NP_460685.1
PLFEKH_12960,NP_460686.1
PLFEKH_12970,NP_460688.1
PLFEKH_12975,NP_460689.1
PLFEKH_12980,NP_460691.1
PLFEKH_12985,NP_460693.1
PLFEKH_12990,NP_460694.1
PLFEKH_12995,NP_460695.1
PLFEKH_13000,NP_460696.1
PLFEKH_13005,NP_460697.1
PLFEKH_13015,NP_460698.1
PLFEKH_13020,NP_448158.1
PLFEKH_13025,NP_460701.1
PLFEKH_13035,NP_460703.1
PLFEKH_13040,NP_460704.1
PLFEKH_13075,NP_460708.1
PLFEKH_13090,NP_460709.1
PLFEKH_13095,NP_460710.1
PLFEKH_13100,NP_460711.1
PLFEKH_13105,NP_460712.1
PLFEKH_13110,NP_460713.1
PLFEKH_13115,NP_460714.1
PLFEKH_13120,NP_460715.1
PLFEKH_13135,NP_460717.1
PLFEKH_13140,NP_460718.1
PLFEKH_13145,NP_460719.1
PLFEKH_13150,NP_460720.1
PLFEKH_13155,NP_460721.1
PLFEKH_13165,NP_460722.1
PLFEKH_13170,NP_460723.1
PLFEKH_13175,NP_460724.3
PLFEKH_13180,NP_460725.1
PLFEKH_13190,NP_460726.1
PLFEKH_13240,NP_460728.1
PLFEKH_13245,NP_460729.1
PLFEKH_13250,NP_460730.1
PLFEKH_13255,NP_460731.1
PLFEKH_13260,NP_460732.1
PLFEKH_13265,NP_460733.1
PLFEKH_13270,NP_460734.1
PLFEKH_13275,NP_460735.1
PLFEKH_13280,NP_460736.1
PLFEKH_13285,NP_460737.3
PLFEKH_13290,NP_460738.1
PLFEKH_13295,NP_460739.3
PLFEKH_13300,NP_460740.1
PLFEKH_13335,NP_460752.1
PLFEKH_13345,NP_460753.1
PLFEKH_13350,NP_460754.1
PLFEKH_13355,NP_460755.1
PLFEKH_13360,NP_460756.1
PLFEKH_13365,NP_460757.1
PLFEKH_13370,NP_460758.1
PLFEKH_13375,NP_460759.1
PLFEKH_13380,NP_460760.3
PLFEKH_13385,NP_460761.1
PLFEKH_13390,NP_460762.1
PLFEKH_13395,NP_460763.1
PLFEKH_13400,NP_460948.1
PLFEKH_13405,NP_460949.1
PLFEKH_13420,NP_460767.3
PLFEKH_13425,NP_460768.1
PLFEKH_13430,NP_460769.1
PLFEKH_13435,NP_461546.1
PLFEKH_13445,NP_460770.1
PLFEKH_13450,NP_460771.1
PLFEKH_13455,NP_460772.1
PLFEKH_13485,NP_459338.1
PLFEKH_13525,NP_460208.1
PLFEKH_13530,NP_460207.1
PLFEKH_13540,NP_460204.3
PLFEKH_13545,NP_460203.1
PLFEKH_13550,NP_460202.1
PLFEKH_13555,NP_460201.1
PLFEKH_13560,NP_460200.1
PLFEKH_13565,NP_460199.1
PLFEKH_13570,NP_460197.1
PLFEKH_13585,NP_460193.1
PLFEKH_13590,NP_460192.1
PLFEKH_13605,NP_460191.1
PLFEKH_13610,NP_460190.1
PLFEKH_13615,NP_460189.1
PLFEKH_13620,NP_460188.1
PLFEKH_13625,NP_460187.3
PLFEKH_13635,NP_460186.1
PLFEKH_13640,NP_460185.1
PLFEKH_13645,NP_460184.1
PLFEKH_13650,NP_460183.1
PLFEKH_13655,NP_460182.1
PLFEKH_13660,NP_460181.1
PLFEKH_13665,NP_460180.1
PLFEKH_13670,NP_460179.1
PLFEKH_13675,NP_460178.1
PLFEKH_13680,NP_460177.1
PLFEKH_13685,NP_460176.1
PLFEKH_13690,NP_460175.1
PLFEKH_13695,NP_460174.1
PLFEKH_13700,NP_460173.1
PLFEKH_13705,NP_460172.1
PLFEKH_13710,NP_460171.1
PLFEKH_13715,NP_460170.1
PLFEKH_13720,NP_460169.1
PLFEKH_13725,NP_460168.1
PLFEKH_13730,NP_460167.1
PLFEKH_13735,NP_460166.1
PLFEKH_13740,NP_460165.1
PLFEKH_13745,NP_460164.1
PLFEKH_13750,NP_460163.1
PLFEKH_13755,NP_460162.1
PLFEKH_13760,NP_460161.1
PLFEKH_13765,NP_460160.1
PLFEKH_13775,NP_460159.1
PLFEKH_13780,NP_460157.1
PLFEKH_13785,NP_460156.1
PLFEKH_13790,NP_460155.1
PLFEKH_13795,NP_460154.1
PLFEKH_13800,NP_460153.1
PLFEKH_13805,NP_460152.1
PLFEKH_13810,NP_460151.1
PLFEKH_13815,NP_460150.1
PLFEKH_13820,NP_460149.1
PLFEKH_13825,NP_460148.1
PLFEKH_13830,NP_460147.1
PLFEKH_13835,NP_460146.1
PLFEKH_13840,NP_460145.1
PLFEKH_13845,NP_460144.1
PLFEKH_13850,NP_460143.1
PLFEKH_13855,NP_460142.1
PLFEKH_13860,NP_460141.1
PLFEKH_13865,NP_460140.1
PLFEKH_13870,NP_460139.1
PLFEKH_13875,NP_460138.1
PLFEKH_13880,NP_460137.1
PLFEKH_13885,NP_460136.1
PLFEKH_13890,NP_460135.1
PLFEKH_13895,NP_460134.1
PLFEKH_13900,NP_460133.1
PLFEKH_13905,NP_460132.3
PLFEKH_13910,NP_460131.1
PLFEKH_13915,NP_460130.1
PLFEKH_13920,NP_460129.1
PLFEKH_13925,NP_460128.1
PLFEKH_13930,NP_460127.1
PLFEKH_13935,NP_460126.1
PLFEKH_13940,NP_460125.1
PLFEKH_13945,NP_460124.1
PLFEKH_13950,NP_460123.1
PLFEKH_13960,NP_460122.1
PLFEKH_13965,NP_460121.1
PLFEKH_13970,NP_460120.1
PLFEKH_13975,NP_460119.3
PLFEKH_13980,NP_460118.1
PLFEKH_13985,NP_460117.1
PLFEKH_13990,NP_460116.1
PLFEKH_13995,NP_460115.1
PLFEKH_14000,NP_460114.1
PLFEKH_14010,NP_460113.1
PLFEKH_14015,NP_460112.1
PLFEKH_14020,NP_460111.1
PLFEKH_14025,NP_460110.1
PLFEKH_14030,NP_460109.1
PLFEKH_14035,NP_460108.1
PLFEKH_14040,NP_460107.1
PLFEKH_14045,NP_460106.1
PLFEKH_14135,NP_460097.1
PLFEKH_14145,NP_447555.1
PLFEKH_14150,NP_460094.1
PLFEKH_14180,NP_460071.1
PLFEKH_14190,NP_460093.1
PLFEKH_14195,NP_460092.1
PLFEKH_14200,NP_460091.1
PLFEKH_14215,NP_460085.1
PLFEKH_14220,NP_460084.1
PLFEKH_14230,NP_462721.1
PLFEKH_14235,NP_462722.1
PLFEKH_14245,NP_462724.1
PLFEKH_14250,NP_462725.1
PLFEKH_14255,NP_462726.1
PLFEKH_14325,NP_460750.1
PLFEKH_14330,NP_460749.1
PLFEKH_14335,NP_460748.1
PLFEKH_14340,NP_460747.1
PLFEKH_14345,NP_460746.1
PLFEKH_14350,NP_460745.1
PLFEKH_14355,NP_460744.1
PLFEKH_14360,NP_460743.1
PLFEKH_14365,NP_460742.1
PLFEKH_14375,NP_460059.1
PLFEKH_14380,NP_460058.1
PLFEKH_14385,NP_460057.1
PLFEKH_14390,NP_460054.1
PLFEKH_14395,NP_460053.1
PLFEKH_14400,NP_460052.1
PLFEKH_14405,NP_460051.1
PLFEKH_14410,NP_460050.1
PLFEKH_14415,NP_460049.1
PLFEKH_14420,NP_460048.1
PLFEKH_14425,NP_460047.1
PLFEKH_14430,NP_460046.1
PLFEKH_14435,NP_460045.1
PLFEKH_14440,NP_460044.1
PLFEKH_14445,NP_460043.1
PLFEKH_14450,NP_460042.1
PLFEKH_14455,NP_460041.1
PLFEKH_14460,NP_460040.1
PLFEKH_14465,NP_460039.1
PLFEKH_14470,NP_460038.1
PLFEKH_14475,NP_460037.1
PLFEKH_14480,NP_460036.1
PLFEKH_14485,NP_460035.1
PLFEKH_14490,NP_460034.1
PLFEKH_14495,NP_460033.1
PLFEKH_14500,NP_460032.1
PLFEKH_14505,NP_459032.1
PLFEKH_14520,NP_459029.1
PLFEKH_14530,NP_459027.1
PLFEKH_14535,NP_459026.1
PLFEKH_14565,NP_460031.1
PLFEKH_14570,NP_459979.1
PLFEKH_14575,NP_459975.1
PLFEKH_14585,NP_459973.1
PLFEKH_14595,NP_459972.1
PLFEKH_14600,NP_459971.1
PLFEKH_14605,NP_459970.1
PLFEKH_14610,NP_459969.1
PLFEKH_14615,NP_459968.1
PLFEKH_14620,NP_459967.1
PLFEKH_14625,NP_459966.1
PLFEKH_14630,NP_459965.1
PLFEKH_14635,NP_459964.1
PLFEKH_14640,NP_459963.1
PLFEKH_14645,NP_459962.1
PLFEKH_14650,NP_459961.1
PLFEKH_14655,NP_459960.1
PLFEKH_14660,NP_459959.1
PLFEKH_14665,NP_459958.1
PLFEKH_14670,NP_459957.1
PLFEKH_14675,NP_459956.1
PLFEKH_14680,NP_459955.1
PLFEKH_14685,NP_459954.1
PLFEKH_14690,NP_459953.1
PLFEKH_14695,NP_459952.1
PLFEKH_14700,NP_459951.1
PLFEKH_14705,NP_459950.1
PLFEKH_14715,NP_459948.1
PLFEKH_14720,NP_459945.3
PLFEKH_14740,NP_459943.1
PLFEKH_14745,NP_462660.1
PLFEKH_14750,NP_459942.1
PLFEKH_14760,NP_459940.1
PLFEKH_14770,NP_459939.1
PLFEKH_14775,NP_459938.1
PLFEKH_14780,NP_459937.1
PLFEKH_14790,NP_459935.1
PLFEKH_14795,NP_459934.1
PLFEKH_14800,NP_459933.1
PLFEKH_14805,NP_459932.1
PLFEKH_14810,NP_459931.1
PLFEKH_14815,NP_459929.1
PLFEKH_14825,NP_459922.1
PLFEKH_14830,NP_459921.1
PLFEKH_14840,NP_459920.1
PLFEKH_14845,NP_459919.1
PLFEKH_14850,NP_459918.1
PLFEKH_14855,NP_459917.1
PLFEKH_14860,NP_459916.2
PLFEKH_14865,NP_460982.1
PLFEKH_14870,NP_459915.1
PLFEKH_14875,NP_459914.1
PLFEKH_14885,NP_459912.1
PLFEKH_14890,NP_459911.1
PLFEKH_14895,NP_459910.1
PLFEKH_14900,NP_459909.1
PLFEKH_14905,NP_459908.1
PLFEKH_14910,NP_459907.1
PLFEKH_14915,NP_459868.1
PLFEKH_14920,NP_459867.1
PLFEKH_14925,NP_459866.1
PLFEKH_14930,NP_459865.1
PLFEKH_14935,NP_459864.1
PLFEKH_14945,NP_459863.1
PLFEKH_14955,NP_459859.1
PLFEKH_14960,NP_459858.1
PLFEKH_14970,NP_459856.1
PLFEKH_14975,NP_459855.1
PLFEKH_14980,NP_459854.1
PLFEKH_14985,NP_459853.1
PLFEKH_14990,NP_459852.1
PLFEKH_14995,NP_459851.1
PLFEKH_15000,NP_459850.1
PLFEKH_15005,NP_459849.1
PLFEKH_15010,NP_459848.1
PLFEKH_15015,NP_459847.1
PLFEKH_15025,NP_459846.1
PLFEKH_15030,NP_459845.1
PLFEKH_15035,NP_459844.1
PLFEKH_15045,NP_459843.1
PLFEKH_15050,NP_459842.1
PLFEKH_15055,NP_459841.1
PLFEKH_15060,NP_459840.1
PLFEKH_15065,NP_459839.1
PLFEKH_15075,NP_459830.1
PLFEKH_15080,NP_459829.1
PLFEKH_15105,NP_459826.1
PLFEKH_15110,NP_459825.1
PLFEKH_15115,NP_459824.1
PLFEKH_15120,NP_459823.3
PLFEKH_15125,NP_459822.1
PLFEKH_15135,NP_459821.1
PLFEKH_15140,NP_459820.1
PLFEKH_15145,NP_459819.1
PLFEKH_15150,NP_459818.1
PLFEKH_15160,NP_459815.1
PLFEKH_15165,NP_459814.1
PLFEKH_15170,NP_459813.1
PLFEKH_15175,NP_459812.1
PLFEKH_15185,NP_459811.1
PLFEKH_15190,NP_459810.1
PLFEKH_15200,NP_459809.1
PLFEKH_15205,NP_459808.1
PLFEKH_15210,NP_459807.1
PLFEKH_15215,NP_459806.1
PLFEKH_15225,NP_459804.1
PLFEKH_15230,NP_459803.1
PLFEKH_15250,NP_459802.1
PLFEKH_15255,NP_459801.1
PLFEKH_15270,NP_461997.1
PLFEKH_15275,NP_459800.1
PLFEKH_15280,NP_459799.1
PLFEKH_15295,NP_459798.1
PLFEKH_15300,NP_459797.1
PLFEKH_15305,NP_459796.1
PLFEKH_15310,NP_459795.1
PLFEKH_15315,NP_459794.1
PLFEKH_15320,NP_459793.1
PLFEKH_15325,NP_459792.1
PLFEKH_15330,NP_459791.1
PLFEKH_15335,NP_459790.1
PLFEKH_15340,NP_459789.1
PLFEKH_15350,NP_459785.1
PLFEKH_15355,NP_459784.1
PLFEKH_15360,NP_459783.3
PLFEKH_15365,NP_459782.1
PLFEKH_15370,NP_459781.1
PLFEKH_15375,NP_459780.1
PLFEKH_15380,NP_459779.1
PLFEKH_15390,NP_459776.1
PLFEKH_15395,NP_459775.1
PLFEKH_15400,NP_459774.1
PLFEKH_15405,NP_459773.1
PLFEKH_15410,NP_459772.1
PLFEKH_15415,NP_459771.1
PLFEKH_15420,NP_459770.1
PLFEKH_15425,NP_459765.1
PLFEKH_15440,NP_462081.3
PLFEKH_15455,NP_459764.1
PLFEKH_15460,NP_459763.1
PLFEKH_15465,NP_459762.1
PLFEKH_15470,NP_459761.1
PLFEKH_15475,NP_459760.1
PLFEKH_15480,NP_459759.1
PLFEKH_15485,NP_459758.1
PLFEKH_15490,NP_459757.1
PLFEKH_15495,NP_459755.1
PLFEKH_15500,NP_459754.1
PLFEKH_15505,NP_459753.1
PLFEKH_15510,NP_459752.1
PLFEKH_15515,NP_459751.1
PLFEKH_15520,NP_459740.1
PLFEKH_15525,NP_459739.1
PLFEKH_15530,NP_459738.1
PLFEKH_15535,NP_459737.1
PLFEKH_15540,NP_459736.1
PLFEKH_15580,NP_459735.1
PLFEKH_15585,NP_459734.1
PLFEKH_15590,NP_459733.1
PLFEKH_15600,NP_459731.1
PLFEKH_15605,NP_459730.1
PLFEKH_15610,NP_459729.1
PLFEKH_15615,NP_459728.1
PLFEKH_15620,NP_459727.1
PLFEKH_15625,NP_459726.1
PLFEKH_15630,NP_459725.1
PLFEKH_15650,NP_459724.1
PLFEKH_15655,NP_459723.1
PLFEKH_15665,NP_459722.1
PLFEKH_15670,NP_459721.1
PLFEKH_15680,NP_459720.1
PLFEKH_15685,NP_459719.1
PLFEKH_15690,NP_459718.1
PLFEKH_15695,NP_459717.1
PLFEKH_15705,NP_459715.1
PLFEKH_15730,NP_459714.1
PLFEKH_15735,NP_459713.1
PLFEKH_15740,NP_459699.1
PLFEKH_15745,NP_459698.1
PLFEKH_15750,NP_459697.1
PLFEKH_15755,NP_459696.1
PLFEKH_15760,NP_459695.1
PLFEKH_15770,NP_459694.1
PLFEKH_15815,NP_459693.1
PLFEKH_15820,NP_459691.1
PLFEKH_15825,NP_459690.1
PLFEKH_15830,NP_459689.1
PLFEKH_15835,NP_459688.1
PLFEKH_15840,NP_459687.1
PLFEKH_15850,NP_459686.1
PLFEKH_15855,NP_459685.1
PLFEKH_15870,NP_459683.1
PLFEKH_15875,NP_459682.1
PLFEKH_15880,NP_459681.1
PLFEKH_15885,NP_459680.1
PLFEKH_15890,NP_459679.1
PLFEKH_15900,NP_459678.1
PLFEKH_15905,NP_459673.1
PLFEKH_15910,NP_459672.1
PLFEKH_15915,NP_459671.1
PLFEKH_15925,NP_459670.1
PLFEKH_15935,NP_459668.1
PLFEKH_15940,NP_459667.1
PLFEKH_15945,NP_459666.1
PLFEKH_15955,NP_459665.1
PLFEKH_15995,NP_459663.1
PLFEKH_16000,NP_459662.1
PLFEKH_16005,NP_459661.3
PLFEKH_16010,NP_459660.1
PLFEKH_16015,NP_459659.1
PLFEKH_16020,NP_459658.1
PLFEKH_16030,NP_459657.1
PLFEKH_16040,NP_459656.1
PLFEKH_16045,NP_459655.1
PLFEKH_16060,NP_459651.1
PLFEKH_16070,NP_459649.1
PLFEKH_16085,NP_459647.1
PLFEKH_16090,NP_459646.1
PLFEKH_16095,NP_459645.1
PLFEKH_16100,NP_459640.1
PLFEKH_16105,NP_459639.1
PLFEKH_16110,NP_459638.1
PLFEKH_16115,NP_459637.1
PLFEKH_16120,NP_459635.1
PLFEKH_16125,NP_459634.1
PLFEKH_16130,NP_459633.1
PLFEKH_16135,NP_459632.1
PLFEKH_16140,NP_459631.1
PLFEKH_16145,NP_459630.1
PLFEKH_16150,NP_459629.1
PLFEKH_16155,NP_459628.1
PLFEKH_16160,NP_459627.3
PLFEKH_16165,NP_459626.1
PLFEKH_16170,NP_459625.1
PLFEKH_16175,NP_459624.1
PLFEKH_16190,NP_459622.1
PLFEKH_16195,NP_459621.1
PLFEKH_16200,NP_459620.1
PLFEKH_16210,NP_459618.1
PLFEKH_16215,NP_459617.1
PLFEKH_16220,NP_459616.1
PLFEKH_16225,NP_459615.1
PLFEKH_16230,NP_459614.1
PLFEKH_16235,NP_459613.1
PLFEKH_16240,NP_459612.1
PLFEKH_16245,NP_459611.1
PLFEKH_16255,NP_459609.1
PLFEKH_16260,NP_459608.1
PLFEKH_16270,NP_459607.1
PLFEKH_16275,NP_459606.1
PLFEKH_16280,NP_459601.1
PLFEKH_16285,NP_459600.1
PLFEKH_16290,NP_459599.1
PLFEKH_16295,NP_459598.1
PLFEKH_16300,NP_459597.1
PLFEKH_16305,NP_459596.1
PLFEKH_16310,NP_459595.1
PLFEKH_16315,NP_459594.1
PLFEKH_16320,NP_459593.1
PLFEKH_16325,NP_459592.1
PLFEKH_16330,NP_459591.1
PLFEKH_16335,NP_459590.1
PLFEKH_16340,NP_459589.1
PLFEKH_16345,NP_459588.1
PLFEKH_16350,NP_459587.1
PLFEKH_16355,NP_459586.1
PLFEKH_16360,NP_459585.1
PLFEKH_16370,NP_459583.1
PLFEKH_16380,NP_459581.1
PLFEKH_16385,NP_459580.1
PLFEKH_16390,NP_459579.1
PLFEKH_16395,NP_459578.1
PLFEKH_16400,NP_459577.1
PLFEKH_16430,NP_459575.1
PLFEKH_16435,NP_459574.1
PLFEKH_16440,NP_459571.1
PLFEKH_16445,NP_459570.1
PLFEKH_16450,NP_459561.1
PLFEKH_16455,NP_459560.1
PLFEKH_16475,NP_459345.3
PLFEKH_16515,NP_461336.1
PLFEKH_16530,NP_460597.1
PLFEKH_16565,NP_459885.1
PLFEKH_16595,NP_461182.1
PLFEKH_16605,NP_461553.1
PLFEKH_16630,NP_460056.1
PLFEKH_16635,NP_460055.1
PLFEKH_16645,NP_460612.1
PLFEKH_16685,NP_459543.1
PLFEKH_16695,NP_459541.1
PLFEKH_16710,NP_459537.1
PLFEKH_16715,NP_459536.1
PLFEKH_16720,NP_459535.1
PLFEKH_16725,NP_459532.1
PLFEKH_16730,NP_459531.1
PLFEKH_16735,NP_459530.1
PLFEKH_16740,NP_459529.1
PLFEKH_16745,NP_459528.1
PLFEKH_16750,NP_459527.1
PLFEKH_16755,NP_459526.1
PLFEKH_16760,NP_459525.1
PLFEKH_16765,NP_459524.1
PLFEKH_16770,NP_459523.1
PLFEKH_16775,NP_459522.1
PLFEKH_16780,NP_459521.1
PLFEKH_16790,NP_459520.1
PLFEKH_16795,NP_459519.1
PLFEKH_16805,NP_459517.1
PLFEKH_16810,NP_459514.1
PLFEKH_16815,NP_459513.1
PLFEKH_16820,NP_459512.1
PLFEKH_16825,NP_459511.1
PLFEKH_16830,NP_459510.1
PLFEKH_16835,NP_459509.1
PLFEKH_16840,NP_459508.1
PLFEKH_16870,NP_459503.1
PLFEKH_16875,NP_459502.1
PLFEKH_16880,NP_459501.1
PLFEKH_16885,NP_459500.1
PLFEKH_16890,NP_459499.1
PLFEKH_16895,NP_459498.1
PLFEKH_16900,NP_459497.1
PLFEKH_16905,NP_459496.1
PLFEKH_16910,NP_459495.1
PLFEKH_16915,NP_459494.1
PLFEKH_16930,NP_459493.1
PLFEKH_16960,NP_459491.1
PLFEKH_16970,NP_459490.1
PLFEKH_16975,NP_459489.1
PLFEKH_16980,NP_459488.1
PLFEKH_16985,NP_459487.1
PLFEKH_16995,NP_459486.1
PLFEKH_17000,NP_459485.1
PLFEKH_17005,NP_459484.1
PLFEKH_17010,NP_459483.1
PLFEKH_17015,NP_459482.3
PLFEKH_17020,NP_459481.1
PLFEKH_17025,NP_459480.1
PLFEKH_17030,NP_459479.1
PLFEKH_17035,NP_459478.1
PLFEKH_17040,NP_459477.1
PLFEKH_17045,NP_459476.1
PLFEKH_17050,NP_459475.1
PLFEKH_17055,NP_459473.1
PLFEKH_17060,NP_459472.1
PLFEKH_17075,NP_459469.1
PLFEKH_17080,NP_459468.1
PLFEKH_17085,NP_459467.1
PLFEKH_17090,NP_459466.1
PLFEKH_17095,NP_459463.1
PLFEKH_17115,NP_459461.1
PLFEKH_17120,NP_459460.1
PLFEKH_17125,NP_459459.1
PLFEKH_17130,NP_459458.1
PLFEKH_17135,NP_459457.1
PLFEKH_17140,NP_459456.1
PLFEKH_17145,NP_459455.1
PLFEKH_17150,NP_459453.1
PLFEKH_17155,NP_459452.1
PLFEKH_17160,NP_459451.1
PLFEKH_17165,NP_459450.1
PLFEKH_17170,NP_459449.1
PLFEKH_17175,NP_459448.1
PLFEKH_17180,NP_459447.1
PLFEKH_17185,NP_459446.1
PLFEKH_17195,NP_459445.1
PLFEKH_17200,NP_459444.1
PLFEKH_17205,NP_459443.1
PLFEKH_17210,NP_459442.1
PLFEKH_17215,NP_459441.3
PLFEKH_17220,NP_459440.1
PLFEKH_17225,NP_459439.1
PLFEKH_17230,NP_459438.1
PLFEKH_17235,NP_459437.1
PLFEKH_17240,NP_459436.1
PLFEKH_17245,NP_459435.1
PLFEKH_17250,NP_459431.3
PLFEKH_17255,NP_459430.3
PLFEKH_17260,NP_459429.1
PLFEKH_17265,NP_459428.1
PLFEKH_17270,NP_459420.1
PLFEKH_17275,NP_459419.1
PLFEKH_17280,NP_459418.1
PLFEKH_17285,NP_459417.1
PLFEKH_17295,NP_459415.1
PLFEKH_17300,NP_459414.1
PLFEKH_17305,NP_459413.1
PLFEKH_17310,NP_459412.1
PLFEKH_17315,NP_459411.1
PLFEKH_17320,NP_459410.1
PLFEKH_17325,NP_459409.1
PLFEKH_17330,NP_459408.1
PLFEKH_17335,NP_459406.1
PLFEKH_17340,NP_459403.1
PLFEKH_17345,NP_459402.1
PLFEKH_17350,NP_459401.1
PLFEKH_17355,NP_459400.1
PLFEKH_17360,NP_459399.1
PLFEKH_17365,NP_459398.1
PLFEKH_17370,NP_459396.1
PLFEKH_17380,NP_459394.1
PLFEKH_17385,NP_459393.1
PLFEKH_17390,NP_459392.1
PLFEKH_17395,NP_459391.1
PLFEKH_17400,NP_459390.1
PLFEKH_17405,NP_459389.1
PLFEKH_17415,NP_459388.1
PLFEKH_17420,NP_459387.1
PLFEKH_17435,NP_459386.1
PLFEKH_17440,NP_459385.1
PLFEKH_17445,NP_459384.1
PLFEKH_17450,NP_459383.1
PLFEKH_17455,NP_459382.1
PLFEKH_17460,NP_459381.1
PLFEKH_17465,NP_459380.1
PLFEKH_17470,NP_459379.1
PLFEKH_17480,NP_459378.3
PLFEKH_17485,NP_459375.1
PLFEKH_17490,NP_459374.1
PLFEKH_17495,NP_459373.1
PLFEKH_17500,NP_459372.1
PLFEKH_17505,NP_459371.1
PLFEKH_17520,NP_459369.1
PLFEKH_17545,NP_459367.1
PLFEKH_17605,NP_460587.1
PLFEKH_17610,NP_460586.1
PLFEKH_17625,NP_463057.1
PLFEKH_17675,NP_460078.1
PLFEKH_17685,NP_459313.1
PLFEKH_17700,NP_462554.1
PLFEKH_17715,NP_459311.1
PLFEKH_17750,NP_462420.1
PLFEKH_17755,NP_462419.1
PLFEKH_17760,NP_459310.1
PLFEKH_17765,NP_459309.1
PLFEKH_17775,NP_459308.1
PLFEKH_17780,NP_459307.1
PLFEKH_17790,NP_459306.1
PLFEKH_17815,NP_459262.1
PLFEKH_17820,NP_459261.1
PLFEKH_17825,NP_459260.1
PLFEKH_17830,NP_459259.1
PLFEKH_17835,NP_459258.1
PLFEKH_17845,NP_459256.1
PLFEKH_17855,NP_459253.1
PLFEKH_17895,NP_459252.1
PLFEKH_17900,NP_459251.1
PLFEKH_17905,NP_459250.1
PLFEKH_17915,NP_459248.1
PLFEKH_17920,NP_459247.1
PLFEKH_17925,NP_459246.1
PLFEKH_17945,NP_459245.1
PLFEKH_17950,NP_459244.1
PLFEKH_17955,NP_459243.1
PLFEKH_17960,NP_459242.1
PLFEKH_17965,NP_459241.1
PLFEKH_17970,NP_459240.1
PLFEKH_17975,NP_459239.1
PLFEKH_17980,NP_459237.1
PLFEKH_17985,NP_459236.1
PLFEKH_17990,NP_459235.1
PLFEKH_17995,NP_459234.1
PLFEKH_18000,NP_459233.1
PLFEKH_18005,NP_459232.1
PLFEKH_18010,NP_459231.1
PLFEKH_18015,NP_459230.1
PLFEKH_18020,NP_459229.1
PLFEKH_18025,NP_459228.1
PLFEKH_18030,NP_459227.1
PLFEKH_18040,NP_459226.1
PLFEKH_18045,NP_459225.1
PLFEKH_18050,NP_459224.1
PLFEKH_18055,NP_459223.1
PLFEKH_18060,NP_459222.1
PLFEKH_18070,NP_459221.1
PLFEKH_18080,NP_459220.1
PLFEKH_18085,NP_459219.1
PLFEKH_18090,NP_459218.1
PLFEKH_18100,NP_459216.1
PLFEKH_18105,NP_459215.1
PLFEKH_18110,NP_459214.1
PLFEKH_18115,NP_459213.1
PLFEKH_18120,NP_459212.1
PLFEKH_18125,NP_459211.1
PLFEKH_18130,NP_459210.1
PLFEKH_18135,NP_459209.3
PLFEKH_18145,NP_459208.1
PLFEKH_18155,NP_459207.1
PLFEKH_18160,NP_459199.1
PLFEKH_18165,NP_459198.1
PLFEKH_18170,NP_459197.1
PLFEKH_18175,NP_459196.1
PLFEKH_18180,NP_459195.1
PLFEKH_18185,NP_459194.1
PLFEKH_18190,NP_459193.1
PLFEKH_18195,NP_459192.1
PLFEKH_18200,NP_459191.1
PLFEKH_18205,NP_459190.3
PLFEKH_18210,NP_459189.1
PLFEKH_18215,NP_459188.1
PLFEKH_18225,NP_459334.1
PLFEKH_18255,NP_459187.1
PLFEKH_18260,NP_459186.1
PLFEKH_18270,NP_459185.1
PLFEKH_18275,NP_459184.1
PLFEKH_18280,NP_459183.1
PLFEKH_18285,NP_459178.1
PLFEKH_18290,NP_459177.1
PLFEKH_18295,NP_459176.1
PLFEKH_18300,NP_459175.1
PLFEKH_18305,NP_459174.1
PLFEKH_18310,NP_459173.1
PLFEKH_18315,NP_459172.1
PLFEKH_18320,NP_459171.1
PLFEKH_18325,NP_459170.1
PLFEKH_18330,NP_459165.1
PLFEKH_18335,NP_459163.1
PLFEKH_18340,NP_459162.2
PLFEKH_18345,NP_459159.1
PLFEKH_18350,NP_459158.2
PLFEKH_18355,NP_459157.1
